,Id,Temperature (K),Pressure (kPa),Phase,N Components,Component 1,Role 1,Mole Fraction 1,Component 2,Role 2,Mole Fraction 2,EnthalpyOfMixing Value (kJ / mol),EnthalpyOfMixing Uncertainty (kJ / mol),Density Value (g / ml),Density Uncertainty (g / ml),Source,Exact Amount 1,Exact Amount 2
428,2268581879636141014,298.15,101.3,Liquid,2,CCCCO,Solvent,0.251,CCOC(=O)CC(=O)OCC,Solvent,0.749,1.784,0.0075,,,10.1016/j.fluid.2009.11.030,,
429,1852135971697706516,298.15,101.0,Liquid,2,CCCCO,Solvent,0.6999,CCOC(=O)CC(=O)OCC,Solvent,0.3001,,,0.9041690000000002,0.00016,10.1021/je100100n,,
430,-6695345148502145825,298.15,101.0,Liquid,2,CCCCO,Solvent,0.5,CCOC(=O)CC(=O)OCC,Solvent,0.5,,,0.954786,0.000122,10.1021/je100100n,,
431,5387037718020351023,298.15,101.0,Liquid,2,CCCCO,Solvent,0.2002,CCOC(=O)CC(=O)OCC,Solvent,0.7998,,,1.0158560000000003,0.000102,10.1021/je100100n,,
432,2975448571761210106,298.15,101.3,Liquid,2,CC(C)CO,Solvent,0.7516,CCOC(=O)CC(=O)OCC,Solvent,0.2484,2.053,0.009,,,10.1016/j.fluid.2009.11.030,,
433,-3289760801387965179,298.15,101.3,Liquid,2,CC(C)CO,Solvent,0.5019,CCOC(=O)CC(=O)OCC,Solvent,0.4981,2.542,0.0105,,,10.1016/j.fluid.2009.11.030,,
434,-1815494791956063261,298.15,101.3,Liquid,2,CC(C)CO,Solvent,0.2491999999999999,CCOC(=O)CC(=O)OCC,Solvent,0.7508,1.907,0.008,,,10.1016/j.fluid.2009.11.030,,
435,-3047974077263516792,298.15,101.0,Liquid,2,CC(C)CO,Solvent,0.7,CCOC(=O)CC(=O)OCC,Solvent,0.3,,,0.8987460000000002,0.000164,10.1021/je100100n,,
436,91036005155798080,298.15,101.0,Liquid,2,CC(C)CO,Solvent,0.4999,CCOC(=O)CC(=O)OCC,Solvent,0.5001,,,0.9511160000000002,0.000125,10.1021/je100100n,,
437,-7128191463278130827,298.15,101.0,Liquid,2,CC(C)CO,Solvent,0.1997,CCOC(=O)CC(=O)OCC,Solvent,0.8003,,,1.0145710000000003,0.000101,10.1021/je100100n,,
438,-7139445330335793161,298.15,101.3,Liquid,2,CCCCCO,Solvent,0.7525999999999999,CCOC(=O)CC(=O)OCC,Solvent,0.2474,1.944,0.0085,,,10.1016/j.fluid.2009.11.030,,
439,-145496652973301449,298.15,101.3,Liquid,2,CCCCCO,Solvent,0.5003,CCOC(=O)CC(=O)OCC,Solvent,0.4997,2.467,0.01,,,10.1016/j.fluid.2009.11.030,,
440,-2413718181674571153,298.15,101.3,Liquid,2,CCCCCO,Solvent,0.2502999999999999,CCOC(=O)CC(=O)OCC,Solvent,0.7497,1.913,0.008,,,10.1016/j.fluid.2009.11.030,,
441,-3793531964181556485,298.15,101.0,Liquid,2,CCCCCO,Solvent,0.7001,CCOC(=O)CC(=O)OCC,Solvent,0.2999,,,0.8971870000000002,0.0001645,10.1021/je100100n,,
442,4379279071231675222,298.15,101.0,Liquid,2,CCCCCO,Solvent,0.5001,CCOC(=O)CC(=O)OCC,Solvent,0.4999,,,0.9465680000000002,0.000128,10.1021/je100100n,,
443,1499996483822759922,298.15,101.0,Liquid,2,CCCCCO,Solvent,0.2003,CCOC(=O)CC(=O)OCC,Solvent,0.7997,,,1.0111800000000002,9.850000000000002e-05,10.1021/je100100n,,
444,-5245202217626101953,303.15,101.0,Liquid,2,C1CCCCC1,Solvent,0.7513,CCCCCCCC,Solvent,0.2487,0.23,0.005,,,10.1016/j.fluid.2006.03.020,,
445,-4622658551022999023,303.15,101.0,Liquid,2,C1CCCCC1,Solvent,0.5324,CCCCCCCC,Solvent,0.4676,0.258,0.005,,,10.1016/j.fluid.2006.03.020,,
446,6949093542675192990,303.15,101.0,Liquid,2,C1CCCCC1,Solvent,0.2744,CCCCCCCC,Solvent,0.7256,0.18,0.005,,,10.1016/j.fluid.2006.03.020,,
447,-1408044381996621031,298.15,101.0,Liquid,2,C1CCCCC1,Solvent,0.2498,CCCCCCCC,Solvent,0.7502,,,0.7110900000000002,0.000605,10.1016/j.jct.2005.02.006,,
448,-8643594699776936850,298.15,101.0,Liquid,2,C1CCCCC1,Solvent,0.4777,CCCCCCCC,Solvent,0.5223,,,0.7250300000000002,0.000585,10.1016/j.jct.2005.02.006,,
449,-3375072064120693212,298.15,101.0,Liquid,2,C1CCCCC1,Solvent,0.7961,CCCCCCCC,Solvent,0.2038999999999999,,,0.7509700000000002,0.00055,10.1016/j.jct.2005.02.006,,
450,-151271110370914478,303.15,101.0,Liquid,2,C1CCCCC1,Solvent,0.7442,C1COCCO1,Solvent,0.2558,1.262,0.007,,,10.1016/j.fluid.2006.03.020,,
451,-5785324253375602075,303.15,101.0,Liquid,2,C1CCCCC1,Solvent,0.4928,C1COCCO1,Solvent,0.5072,1.588,0.008,,,10.1016/j.fluid.2006.03.020,,
452,-7925206924428167101,303.15,101.0,Liquid,2,C1CCCCC1,Solvent,0.2393999999999999,C1COCCO1,Solvent,0.7606,1.124,0.007,,,10.1016/j.fluid.2006.03.020,,
453,-3607996175848249482,298.15,101.0,Liquid,2,C1CCCCC1,Solvent,0.6997,C1COCCO1,Solvent,0.3003,,,0.8305800000000002,0.0001,10.1016/j.jct.2005.09.004,,
454,-2231709518624986222,298.15,101.0,Liquid,2,C1CCCCC1,Solvent,0.4993999999999999,C1COCCO1,Solvent,0.5006,,,0.8769800000000002,8.500000000000002e-05,10.1016/j.jct.2005.09.004,,
455,-5259952713033204337,298.15,101.0,Liquid,2,C1CCCCC1,Solvent,0.2972,C1COCCO1,Solvent,0.7028,,,0.9312200000000004,7.000000000000002e-05,10.1016/j.jct.2005.09.004,,
456,8128353522264555278,298.15,101.0,Liquid,2,CCO,Solvent,0.25,O,Solvent,0.75,-0.702,0.009,,,10.1016/j.jct.2005.06.018,,
457,3976824500417838819,298.15,101.0,Liquid,2,CCO,Solvent,0.5,O,Solvent,0.5,-0.391,0.0055,,,10.1016/j.jct.2005.06.018,,
458,7726702917458722100,298.15,101.0,Liquid,2,CCO,Solvent,0.9,O,Solvent,0.0999999999999999,-0.148,0.0025,,,10.1016/j.jct.2005.06.018,,
459,-5439842096001622184,298.15,101.3,Liquid,2,CCO,Solvent,0.2383498131301668,O,Solvent,0.7616501868698332,,,0.9225500000000002,0.00196,10.1021/je020173z,,
460,-3267286697669483940,298.15,101.0,Liquid,2,CCO,Solvent,0.9,O,Solvent,0.1,,,0.7977000000000002,0.0015,10.1021/je800150h,,
461,802054875460439528,298.15,101.0,Liquid,2,CCO,Solvent,0.5,O,Solvent,0.5,,,0.8592000000000003,0.00165,10.1021/je800150h,,
462,-3607326233562592671,298.15,101.33,Liquid,2,c1cc[nH]c1,Solvent,0.7554,c1ccncc1,Solvent,0.2446,,,0.9676900000000004,5.5000000000000016e-05,10.1016/j.fluid.2013.10.029,,
463,2587464093294226718,298.15,101.33,Liquid,2,c1cc[nH]c1,Solvent,0.5426,c1ccncc1,Solvent,0.4574,,,0.9706400000000002,5.5000000000000016e-05,10.1016/j.fluid.2013.10.029,,
464,6371008289513795698,298.15,101.33,Liquid,2,c1cc[nH]c1,Solvent,0.2273,c1ccncc1,Solvent,0.7726999999999999,,,0.9755600000000002,5.5000000000000016e-05,10.1016/j.fluid.2013.10.029,,
465,1243305992891767581,298.15,101.0,Liquid,2,c1cc[nH]c1,Solvent,0.2395,c1ccncc1,Solvent,0.7605,-1.7662,0.01145,,,10.1016/j.fluid.2013.10.029,,
466,-4203660327191829659,298.15,101.0,Liquid,2,c1cc[nH]c1,Solvent,0.5095,c1ccncc1,Solvent,0.4905,-2.649,0.01645,,,10.1016/j.fluid.2013.10.029,,
467,-8986566853220947601,298.15,101.0,Liquid,2,c1cc[nH]c1,Solvent,0.7602,c1ccncc1,Solvent,0.2398,-1.6452,0.01075,,,10.1016/j.fluid.2013.10.029,,
468,-843233066371808928,298.15,101.0,Liquid,2,c1cc[nH]c1,Solvent,0.314,c1ccccc1,Solvent,0.6859999999999999,0.5893,0.00385,,,10.1016/j.fluid.2013.10.029,,
469,-3267191754288915171,298.15,101.0,Liquid,2,c1cc[nH]c1,Solvent,0.494,c1ccccc1,Solvent,0.506,0.609,0.00395,,,10.1016/j.fluid.2013.10.029,,
470,-7743407824540383105,298.15,101.0,Liquid,2,c1cc[nH]c1,Solvent,0.8208,c1ccccc1,Solvent,0.1792,0.3441,0.00245,,,10.1016/j.fluid.2013.10.029,,
471,5346601938597650698,298.15,101.0,Liquid,2,c1cc[nH]c1,Solvent,0.3142,c1ccccc1,Solvent,0.6858,,,0.9043500000000002,0.000195,10.1021/je100526j,,
472,8304494410475971553,298.15,101.0,Liquid,2,c1cc[nH]c1,Solvent,0.503,c1ccccc1,Solvent,0.497,,,0.9220400000000002,0.00019,10.1021/je100526j,,
473,3511802140072879386,298.15,101.0,Liquid,2,c1cc[nH]c1,Solvent,0.8207,c1ccccc1,Solvent,0.1793,,,0.9503300000000002,0.000195,10.1021/je100526j,,
474,-6485468826807563052,298.15,101.0,Liquid,2,C1CCCCC1,Solvent,0.9248,c1cc[nH]c1,Solvent,0.0752,0.7315,0.00535,,,10.1016/j.fluid.2013.10.029,,
475,-1467347417392232169,298.15,101.0,Liquid,2,C1CCCCC1,Solvent,0.495,c1cc[nH]c1,Solvent,0.505,1.4275,0.00895,,,10.1016/j.fluid.2013.10.029,,
476,-2438133981844904543,298.15,101.0,Liquid,2,C1CCCCC1,Solvent,0.2818,c1cc[nH]c1,Solvent,0.7182,1.245,0.00795,,,10.1016/j.fluid.2013.10.029,,
477,-4891121158499289733,298.15,101.0,Liquid,2,C1CCCCC1,Solvent,0.9251,c1cc[nH]c1,Solvent,0.0749,,,0.7860300000000001,0.00026,10.1021/je100526j,,
478,-1059809971904032948,298.15,101.0,Liquid,2,C1CCCCC1,Solvent,0.4942,c1cc[nH]c1,Solvent,0.5058,,,0.8661300000000002,0.000235,10.1021/je100526j,,
479,-2383685980643157863,298.15,101.0,Liquid,2,C1CCCCC1,Solvent,0.2816999999999999,c1cc[nH]c1,Solvent,0.7183,,,0.9082800000000002,0.00023,10.1021/je100526j,,
480,3111311518536683879,298.15,100.0,Liquid,2,CCCCCCC,Solvent,0.675,CCCCOCCCC,Solvent,0.325,,,0.7244000000000002,0.0035,10.1016/j.fluid.2019.02.028,,
481,-3588789181682225081,298.15,100.0,Liquid,2,CCCCCCC,Solvent,0.5,CCCCOCCCC,Solvent,0.5,,,0.7386000000000001,0.0035,10.1016/j.fluid.2019.02.028,,
482,-3381074787182826144,298.15,100.0,Liquid,2,CCCCCCC,Solvent,0.3249999999999999,CCCCOCCCC,Solvent,0.675,,,0.7495000000000002,0.0035,10.1016/j.fluid.2019.02.028,,
483,2250183905793821905,298.15,101.3,Liquid,2,CCCCCCC,Solvent,0.7499,CCCCOCCCC,Solvent,0.2501,0.098,0.0012,,,10.1016/j.jct.2009.07.014,,
484,828023948821766639,298.15,101.3,Liquid,2,CCCCCCC,Solvent,0.5,CCCCOCCCC,Solvent,0.5,0.1228,0.00145,,,10.1016/j.jct.2009.07.014,,
485,-8587512699875583124,298.15,101.3,Liquid,2,CCCCCCC,Solvent,0.2502,CCCCOCCCC,Solvent,0.7498,0.0889,0.00115,,,10.1016/j.jct.2009.07.014,,
486,-3544661648841944945,298.15,101.0,Liquid,2,CCCCCCC,Solvent,0.7032,CNc1ccccc1,Solvent,0.2968,1.539,0.0165,,,10.1016/j.jct.2012.07.006,,
487,2478419273229192055,298.15,101.0,Liquid,2,CCCCCCC,Solvent,0.5017,CNc1ccccc1,Solvent,0.4983,1.676,0.018,,,10.1016/j.jct.2012.07.006,,
488,5735012908399260316,298.15,101.0,Liquid,2,CCCCCCC,Solvent,0.2058999999999999,CNc1ccccc1,Solvent,0.7941,1.126,0.012,,,10.1016/j.jct.2012.07.006,,
489,-225555989371779298,298.15,100.0,Liquid,2,CCCCCCC,Solvent,0.7404999999999999,CNc1ccccc1,Solvent,0.2595,,,0.7424910000000001,0.00014,10.1021/je400134d,,
490,-4888995154517276391,298.15,100.0,Liquid,2,CCCCCCC,Solvent,0.497,CNc1ccccc1,Solvent,0.503,,,0.8106920000000002,0.0001785,10.1021/je400134d,,
491,-5962648396262236781,298.15,100.0,Liquid,2,CCCCCCC,Solvent,0.2509,CNc1ccccc1,Solvent,0.7491,,,0.8897150000000003,0.0002615,10.1021/je400134d,,
492,5373223326796728424,298.15,101.0,Liquid,2,C1CCCCC1,Solvent,0.7066,CNc1ccccc1,Solvent,0.2934,1.521,0.0165,,,10.1016/j.jct.2012.07.006,,
493,-6799044480205812560,298.15,101.0,Liquid,2,C1CCCCC1,Solvent,0.5063,CNc1ccccc1,Solvent,0.4937,1.628,0.0175,,,10.1016/j.jct.2012.07.006,,
494,5327512766280153490,298.15,101.0,Liquid,2,C1CCCCC1,Solvent,0.2047,CNc1ccccc1,Solvent,0.7953,0.972,0.0105,,,10.1016/j.jct.2012.07.006,,
495,3776010334702897031,298.15,100.0,Liquid,2,C1CCCCC1,Solvent,0.7464,CNc1ccccc1,Solvent,0.2536,,,0.8233530000000001,0.000138,10.1021/je400134d,,
496,9119585085410510637,298.15,100.0,Liquid,2,C1CCCCC1,Solvent,0.4945,CNc1ccccc1,Solvent,0.5055,,,0.8759620000000002,0.0001835,10.1021/je400134d,,
497,1880257041689947130,298.15,100.0,Liquid,2,C1CCCCC1,Solvent,0.247,CNc1ccccc1,Solvent,0.753,,,0.9289450000000002,0.000272,10.1021/je400134d,,
498,-2758843409703520680,298.15,101.0,Liquid,2,CNc1ccccc1,Solvent,0.2952,Cc1ccccc1,Solvent,0.7048,0.459,0.005,,,10.1016/j.jct.2012.07.006,,
499,8550989077123896636,298.15,101.0,Liquid,2,CNc1ccccc1,Solvent,0.4973,Cc1ccccc1,Solvent,0.5026999999999999,0.497,0.0055,,,10.1016/j.jct.2012.07.006,,
500,-2580561430252606041,298.15,101.0,Liquid,2,CNc1ccccc1,Solvent,0.7892,Cc1ccccc1,Solvent,0.2108,0.287,0.003,,,10.1016/j.jct.2012.07.006,,
501,-8721952549719408377,298.15,100.0,Liquid,2,CNc1ccccc1,Solvent,0.2452,Cc1ccccc1,Solvent,0.7548,,,0.8935250000000002,0.000118,10.1021/je400134d,,
502,-409506278296214208,298.15,100.0,Liquid,2,CNc1ccccc1,Solvent,0.49,Cc1ccccc1,Solvent,0.51,,,0.9235800000000004,0.000164,10.1021/je400134d,,
503,2148694292132989664,298.15,100.0,Liquid,2,CNc1ccccc1,Solvent,0.7407,Cc1ccccc1,Solvent,0.2593,,,0.9531280000000004,0.0002595,10.1021/je400134d,,
504,-3215493356237681528,313.15,101.0,Liquid,2,CN(CCO)CCO,Solvent,0.2593,O,Solvent,0.7407,-2.271,0.046,,,10.1016/j.jct.2007.03.010,,
505,8336811609801009006,313.15,101.0,Liquid,2,CN(CCO)CCO,Solvent,0.4941,O,Solvent,0.5059,-2.072,0.042,,,10.1016/j.jct.2007.03.010,,
506,4086231375292240124,313.15,101.0,Liquid,2,CN(CCO)CCO,Solvent,0.7411,O,Solvent,0.2589,-1.154,0.0125,,,10.1016/j.jct.2015.06.006,,
507,8125991521844044950,298.145,101.325,Liquid,2,CN(CCO)CCO,Solvent,0.2571,O,Solvent,0.7429,,,1.0522550000000004,0.000221,10.1021/je030120x,,
508,4442580057157127272,298.148,101.325,Liquid,2,CN(CCO)CCO,Solvent,0.4849,O,Solvent,0.5151,,,1.048636,0.0002475,10.1021/je030120x,,
509,-2446676460997828316,298.148,101.325,Liquid,2,CN(CCO)CCO,Solvent,0.743,O,Solvent,0.257,,,1.0405100000000005,0.000286,10.1021/je030120x,,
510,1789938435686463638,298.15,101.0,Liquid,2,OC1=NCCC1,Solvent,0.2615,c1ccncc1,Solvent,0.7384999999999999,0.165,0.04125,,,10.1016/j.jct.2013.09.015,,
511,-6409419219495128209,298.15,101.0,Liquid,2,OC1=NCCC1,Solvent,0.5256,c1ccncc1,Solvent,0.4744,0.2031,0.0508,,,10.1016/j.jct.2013.09.015,,
512,6644419519134143081,298.15,101.0,Liquid,2,OC1=NCCC1,Solvent,0.8311,c1ccncc1,Solvent,0.1689,0.0972,0.0243,,,10.1016/j.jct.2013.09.015,,
513,-1017583986551525926,298.15,101.0,Liquid,2,OC1=NCCC1,Solvent,0.2312,c1ccncc1,Solvent,0.7688,,,1.0106200000000003,0.00051,10.1021/je301353z,,
514,8297302661724049310,298.15,101.0,Liquid,2,OC1=NCCC1,Solvent,0.4752,c1ccncc1,Solvent,0.5247999999999999,,,1.0431300000000003,0.000515,10.1021/je301353z,,
515,-8431538337024006353,298.15,101.0,Liquid,2,OC1=NCCC1,Solvent,0.8312,c1ccncc1,Solvent,0.1687999999999999,,,1.0872000000000004,0.00052,10.1021/je301353z,,
516,2914370652673950636,298.15,101.0,Liquid,2,CN1CCCC1=O,Solvent,0.2312,c1ccncc1,Solvent,0.7688,-0.3157,0.07895,,,10.1016/j.jct.2013.09.015,,
517,-2530637746306155618,298.15,101.0,Liquid,2,CN1CCCC1=O,Solvent,0.4995,c1ccncc1,Solvent,0.5005,-0.4356,0.1089,,,10.1016/j.jct.2013.09.015,,
518,-451556928557772325,298.15,101.0,Liquid,2,CN1CCCC1=O,Solvent,0.6359,c1ccncc1,Solvent,0.3641,-0.4013,0.10035,,,10.1016/j.jct.2013.09.015,,
519,6149125010552946102,298.15,101.0,Liquid,2,CN1CCCC1=O,Solvent,0.2348,c1ccncc1,Solvent,0.7652,,,0.9983500000000004,0.00051,10.1021/je301353z,,
520,-916696904925799421,298.15,101.0,Liquid,2,CN1CCCC1=O,Solvent,0.5215,c1ccncc1,Solvent,0.4785,,,1.0158200000000004,0.00051,10.1021/je301353z,,
521,-5286748287354744148,298.15,101.0,Liquid,2,CN1CCCC1=O,Solvent,0.6364,c1ccncc1,Solvent,0.3636,,,1.0207400000000002,0.00051,10.1021/je301353z,,
522,8746007038264169172,298.15,101.0,Liquid,2,O,Solvent,0.7681,OC1=NCCC1,Solvent,0.2319,-0.5238,0.13095,,,10.1016/j.jct.2013.09.015,,
523,9008279153290581174,298.15,101.0,Liquid,2,O,Solvent,0.5217,OC1=NCCC1,Solvent,0.4783,-0.8384,0.20965,,,10.1016/j.jct.2013.09.015,,
524,-6438019965204643814,298.15,101.0,Liquid,2,O,Solvent,0.2307,OC1=NCCC1,Solvent,0.7693,-0.678,0.1695,,,10.1016/j.jct.2013.09.015,,
525,-1567860549573582146,298.15,101.3,Liquid,2,O,Solvent,0.2552,OC1=NCCC1,Solvent,0.7448,,,1.1044310000000004,0.000577,10.1021/je0340809,,
526,6659534327167076177,298.15,101.3,Liquid,2,O,Solvent,0.5,OC1=NCCC1,Solvent,0.5,,,1.0977070000000004,0.0005555,10.1021/je0340809,,
527,4480750295272642521,298.15,101.3,Liquid,2,O,Solvent,0.7532,OC1=NCCC1,Solvent,0.2468,,,1.077068,0.0004905,10.1021/je0340809,,
528,-1325304928831628944,298.15,100.0,Liquid,2,CCO,Solvent,0.7006,CCOC(=O)CC(C)=O,Solvent,0.2994,1.4925,0.01605,,,10.1016/j.fluid.2008.03.012,,
529,1034183381156870499,298.15,100.0,Liquid,2,CCO,Solvent,0.5005,CCOC(=O)CC(C)=O,Solvent,0.4995,1.7079,0.0183,,,10.1016/j.fluid.2008.03.012,,
530,-6238684975690906849,298.15,100.0,Liquid,2,CCO,Solvent,0.2992,CCOC(=O)CC(C)=O,Solvent,0.7008,1.478,0.0159,,,10.1016/j.fluid.2008.03.012,,
531,-4263754618147165952,298.15,100.5,Liquid,2,CCO,Solvent,0.75,CCOC(=O)CC(C)=O,Solvent,0.25,,,0.8856300000000003,0.00017,10.1021/je050402s,,
532,-6271512975174012416,298.15,100.5,Liquid,2,CCO,Solvent,0.5,CCOC(=O)CC(C)=O,Solvent,0.5,,,0.9484700000000004,0.000155,10.1021/je050402s,,
533,4885160845930797317,298.15,100.5,Liquid,2,CCO,Solvent,0.25,CCOC(=O)CC(C)=O,Solvent,0.75,,,0.9917100000000004,0.00017,10.1021/je050402s,,
534,6270739372879764526,298.15,101.0,Liquid,2,CCC(C)=O,Solvent,0.6984,CCCNCCC,Solvent,0.3016,0.334,0.0035,,,10.1016/j.fluid.2013.01.011,,
535,4558564184552858153,298.15,101.0,Liquid,2,CCC(C)=O,Solvent,0.505,CCCNCCC,Solvent,0.495,0.397,0.0045,,,10.1016/j.fluid.2013.01.011,,
536,5120919506451664590,298.15,101.0,Liquid,2,CCC(C)=O,Solvent,0.2352999999999999,CCCNCCC,Solvent,0.7647,0.299,0.0035,,,10.1016/j.fluid.2013.01.011,,
537,6155513867948902249,298.15,101.0,Liquid,2,CCC(C)=O,Solvent,0.2446,CCCNCCC,Solvent,0.7554,,,0.7446230000000003,0.0001405,10.1016/j.tca.2010.09.004,,
538,233765264536316689,298.15,101.0,Liquid,2,CCC(C)=O,Solvent,0.5006,CCCNCCC,Solvent,0.4993999999999999,,,0.7590400000000002,0.000125,10.1016/j.tca.2010.09.004,,
539,5098499872885127949,298.15,101.0,Liquid,2,CCC(C)=O,Solvent,0.7531,CCCNCCC,Solvent,0.2469,,,0.7771510000000001,0.000109,10.1016/j.tca.2010.09.004,,
540,6656035201973956077,298.15,101.0,Liquid,2,CCCCCC(C)=O,Solvent,0.788,CCCNCCC,Solvent,0.212,0.088,0.001,,,10.1016/j.fluid.2013.01.011,,
541,5113824659333752176,298.15,101.0,Liquid,2,CCCCCC(C)=O,Solvent,0.5006999999999999,CCCNCCC,Solvent,0.4993,0.162,0.002,,,10.1016/j.fluid.2013.01.011,,
542,-8935831062718512498,298.15,101.0,Liquid,2,CCCCCC(C)=O,Solvent,0.2131999999999999,CCCNCCC,Solvent,0.7868,0.137,0.0015,,,10.1016/j.fluid.2013.01.011,,
543,-7263885202987876907,298.15,101.3,Liquid,2,CCCCCC(C)=O,Solvent,0.2526,CCCNCCC,Solvent,0.7474000000000001,,,0.7540050000000001,0.0001215,10.1016/j.jct.2011.05.003,,
544,8045643813301454367,298.15,101.3,Liquid,2,CCCCCC(C)=O,Solvent,0.5427,CCCNCCC,Solvent,0.4573,,,0.7766620000000002,0.0001215,10.1016/j.jct.2011.05.003,,
545,-690025538984123492,298.15,101.3,Liquid,2,CCCCCC(C)=O,Solvent,0.7418,CCCNCCC,Solvent,0.2582,,,0.7918920000000003,0.00012,10.1016/j.jct.2011.05.003,,
546,6526314734392337499,298.15,101.0,Liquid,2,CCC(C)=O,Solvent,0.7922,CCCCNCCCC,Solvent,0.2078,0.425,0.0045,,,10.1016/j.fluid.2013.01.011,,
547,4037998796007752143,298.15,101.0,Liquid,2,CCC(C)=O,Solvent,0.5044,CCCCNCCCC,Solvent,0.4956,0.619,0.0065,,,10.1016/j.fluid.2013.01.011,,
548,-2201729215065111408,298.15,101.0,Liquid,2,CCC(C)=O,Solvent,0.2154,CCCCNCCCC,Solvent,0.7846,0.417,0.0045,,,10.1016/j.fluid.2013.01.011,,
549,1614423743571221454,298.15,101.0,Liquid,2,CCC(C)=O,Solvent,0.2603,CCCCNCCCC,Solvent,0.7397,,,0.7614750000000002,0.0001005,10.1016/j.tca.2010.09.004,,
550,-1777875773926127802,298.15,101.0,Liquid,2,CCC(C)=O,Solvent,0.5018,CCCCNCCCC,Solvent,0.4982,,,0.7693960000000002,9.950000000000003e-05,10.1016/j.tca.2010.09.004,,
551,-162755268769625761,298.15,101.0,Liquid,2,CCC(C)=O,Solvent,0.7473,CCCCNCCCC,Solvent,0.2527,,,0.7810500000000001,9.750000000000004e-05,10.1016/j.tca.2010.09.004,,
552,-4081775641569425015,298.15,101.0,Liquid,2,CCCCCC(C)=O,Solvent,0.7811,CCCCNCCCC,Solvent,0.2189,0.164,0.002,,,10.1016/j.fluid.2013.01.011,,
553,-1805359833856696529,298.15,101.0,Liquid,2,CCCCCC(C)=O,Solvent,0.4912999999999999,CCCCNCCCC,Solvent,0.5087,0.278,0.003,,,10.1016/j.fluid.2013.01.011,,
554,-8373612026284732492,298.15,101.0,Liquid,2,CCCCCC(C)=O,Solvent,0.2946999999999999,CCCCNCCCC,Solvent,0.7053,0.256,0.003,,,10.1016/j.fluid.2013.01.011,,
555,2233479341191068130,298.15,101.3,Liquid,2,CCCCCC(C)=O,Solvent,0.2097,CCCCNCCCC,Solvent,0.7903,,,0.7655110000000002,8.400000000000002e-05,10.1016/j.jct.2011.05.003,,
556,1745355624760972150,298.15,101.3,Liquid,2,CCCCCC(C)=O,Solvent,0.4499,CCCCNCCCC,Solvent,0.5501,,,0.7778490000000002,9.250000000000004e-05,10.1016/j.jct.2011.05.003,,
557,-150005210705960112,298.15,101.3,Liquid,2,CCCCCC(C)=O,Solvent,0.7509,CCCCNCCCC,Solvent,0.2491,,,0.7951660000000003,0.000105,10.1016/j.jct.2011.05.003,,
558,7439696519067090697,298.15,101.0,Liquid,2,CN(C)CCO,Solvent,0.2962,CO,Solvent,0.7038,,,0.8506500000000001,0.00014,10.1016/j.tca.2014.03.038,,
559,3517075142201852581,298.15,101.0,Liquid,2,CN(C)CCO,Solvent,0.502,CO,Solvent,0.498,,,0.8684000000000002,0.000155,10.1016/j.tca.2014.03.038,,
560,-2543395395884617191,298.15,101.0,Liquid,2,CN(C)CCO,Solvent,0.7075,CO,Solvent,0.2925,,,0.8766100000000002,0.00017,10.1016/j.tca.2014.03.038,,
561,-3720386424598268866,298.2,100.0,Liquid,2,CN(C)CCO,Solvent,0.2479,CO,Solvent,0.7521,-0.8057,0.0087,,,10.1021/je800334m,,
562,-3596049047138532806,298.2,100.0,Liquid,2,CN(C)CCO,Solvent,0.4972,CO,Solvent,0.5028,-0.8673,0.00935,,,10.1021/je800334m,,
563,8905170005113855836,298.2,100.0,Liquid,2,CN(C)CCO,Solvent,0.7506,CO,Solvent,0.2493999999999999,-0.5322,0.00585,,,10.1021/je800334m,,
564,4561209400577519667,298.15,101.0,Liquid,2,CCO,Solvent,0.6995,CN(C)CCO,Solvent,0.3005,,,0.8345000000000002,0.000135,10.1016/j.tca.2014.03.038,,
565,1609882022515549894,298.15,101.0,Liquid,2,CCO,Solvent,0.4949,CN(C)CCO,Solvent,0.5051,,,0.8566200000000002,0.00015,10.1016/j.tca.2014.03.038,,
566,2803737414364162852,298.15,101.0,Liquid,2,CCO,Solvent,0.2914,CN(C)CCO,Solvent,0.7086,,,0.8710100000000002,0.000165,10.1016/j.tca.2014.03.038,,
567,4253799397614533497,298.2,100.0,Liquid,2,CCO,Solvent,0.7335,CN(C)CCO,Solvent,0.2665,-0.3657,0.004,,,10.1021/je800334m,,
568,-3357768453080897914,298.2,100.0,Liquid,2,CCO,Solvent,0.5084,CN(C)CCO,Solvent,0.4916,-0.4044,0.0044,,,10.1021/je800334m,,
569,-2875004064956187755,298.2,100.0,Liquid,2,CCO,Solvent,0.2685999999999999,CN(C)CCO,Solvent,0.7314,-0.2783,0.0031,,,10.1021/je800334m,,
570,8987628295825179340,298.15,100.0,Liquid,2,CC#N,Solvent,0.7952,CCCCOCCCC,Solvent,0.2048,,,0.7708800000000002,0.000245,10.1016/j.jct.2007.09.007,,
571,5141185435213235943,298.15,100.0,Liquid,2,CC#N,Solvent,0.5098,CCCCOCCCC,Solvent,0.4902,,,0.7671500000000001,0.00026,10.1016/j.jct.2007.09.007,,
572,-6854681119383614367,298.15,100.0,Liquid,2,CC#N,Solvent,0.2455,CCCCOCCCC,Solvent,0.7545,,,0.7653000000000001,0.00028,10.1016/j.jct.2007.09.007,,
