,Id,Temperature (K),Pressure (kPa),Phase,N Components,Component 1,Role 1,Mole Fraction 1,Exact Amount 1,Component 2,Role 2,Mole Fraction 2,Exact Amount 2,Density Value (g / ml),Density Uncertainty (g / ml),EnthalpyOfMixing Value (kJ / mol),EnthalpyOfMixing Uncertainty (kJ / mol),Source
155,-6485468826807563052,298.15,101.0,Liquid,2,C1CCCCC1,Solvent,0.9248,,c1cc[nH]c1,Solvent,0.0752,,,,0.7315,0.00535,10.1016/j.fluid.2013.10.029
156,-1467347417392232169,298.15,101.0,Liquid,2,C1CCCCC1,Solvent,0.495,,c1cc[nH]c1,Solvent,0.505,,,,1.4275,0.00895,10.1016/j.fluid.2013.10.029
157,-2438133981844904543,298.15,101.0,Liquid,2,C1CCCCC1,Solvent,0.2818,,c1cc[nH]c1,Solvent,0.7182,,,,1.245,0.00795,10.1016/j.fluid.2013.10.029
158,-4891121158499289733,298.15,101.0,Liquid,2,C1CCCCC1,Solvent,0.9251,,c1cc[nH]c1,Solvent,0.0749,,0.7860300000000001,0.00026,,,10.1021/je100526j
159,-1059809971904032948,298.15,101.0,Liquid,2,C1CCCCC1,Solvent,0.4942,,c1cc[nH]c1,Solvent,0.5058,,0.8661300000000002,0.000235,,,10.1021/je100526j
160,-2383685980643157863,298.15,101.0,Liquid,2,C1CCCCC1,Solvent,0.2816999999999999,,c1cc[nH]c1,Solvent,0.7183,,0.9082800000000002,0.00023,,,10.1021/je100526j
161,-3544661648841944945,298.15,101.0,Liquid,2,CCCCCCC,Solvent,0.7032,,CNc1ccccc1,Solvent,0.2968,,,,1.539,0.0165,10.1016/j.jct.2012.07.006
162,2478419273229192055,298.15,101.0,Liquid,2,CCCCCCC,Solvent,0.5017,,CNc1ccccc1,Solvent,0.4983,,,,1.676,0.018,10.1016/j.jct.2012.07.006
163,5735012908399260316,298.15,101.0,Liquid,2,CCCCCCC,Solvent,0.2058999999999999,,CNc1ccccc1,Solvent,0.7941,,,,1.126,0.012,10.1016/j.jct.2012.07.006
164,-225555989371779298,298.15,100.0,Liquid,2,CCCCCCC,Solvent,0.7404999999999999,,CNc1ccccc1,Solvent,0.2595,,0.7424910000000001,0.00014,,,10.1021/je400134d
165,-4888995154517276391,298.15,100.0,Liquid,2,CCCCCCC,Solvent,0.497,,CNc1ccccc1,Solvent,0.503,,0.8106920000000002,0.0001785,,,10.1021/je400134d
166,-5962648396262236781,298.15,100.0,Liquid,2,CCCCCCC,Solvent,0.2509,,CNc1ccccc1,Solvent,0.7491,,0.8897150000000003,0.0002615,,,10.1021/je400134d
167,5373223326796728424,298.15,101.0,Liquid,2,C1CCCCC1,Solvent,0.7066,,CNc1ccccc1,Solvent,0.2934,,,,1.521,0.0165,10.1016/j.jct.2012.07.006
168,-6799044480205812560,298.15,101.0,Liquid,2,C1CCCCC1,Solvent,0.5063,,CNc1ccccc1,Solvent,0.4937,,,,1.628,0.0175,10.1016/j.jct.2012.07.006
169,5327512766280153490,298.15,101.0,Liquid,2,C1CCCCC1,Solvent,0.2047,,CNc1ccccc1,Solvent,0.7953,,,,0.972,0.0105,10.1016/j.jct.2012.07.006
170,3776010334702897031,298.15,100.0,Liquid,2,C1CCCCC1,Solvent,0.7464,,CNc1ccccc1,Solvent,0.2536,,0.8233530000000001,0.000138,,,10.1021/je400134d
171,9119585085410510637,298.15,100.0,Liquid,2,C1CCCCC1,Solvent,0.4945,,CNc1ccccc1,Solvent,0.5055,,0.8759620000000002,0.0001835,,,10.1021/je400134d
172,1880257041689947130,298.15,100.0,Liquid,2,C1CCCCC1,Solvent,0.247,,CNc1ccccc1,Solvent,0.753,,0.9289450000000002,0.000272,,,10.1021/je400134d
173,-2758843409703520680,298.15,101.0,Liquid,2,CNc1ccccc1,Solvent,0.2952,,Cc1ccccc1,Solvent,0.7048,,,,0.459,0.005,10.1016/j.jct.2012.07.006
174,8550989077123896636,298.15,101.0,Liquid,2,CNc1ccccc1,Solvent,0.4973,,Cc1ccccc1,Solvent,0.5026999999999999,,,,0.497,0.0055,10.1016/j.jct.2012.07.006
175,-2580561430252606041,298.15,101.0,Liquid,2,CNc1ccccc1,Solvent,0.7892,,Cc1ccccc1,Solvent,0.2108,,,,0.287,0.003,10.1016/j.jct.2012.07.006
176,-8721952549719408377,298.15,100.0,Liquid,2,CNc1ccccc1,Solvent,0.2452,,Cc1ccccc1,Solvent,0.7548,,0.8935250000000002,0.000118,,,10.1021/je400134d
177,-409506278296214208,298.15,100.0,Liquid,2,CNc1ccccc1,Solvent,0.49,,Cc1ccccc1,Solvent,0.51,,0.9235800000000004,0.000164,,,10.1021/je400134d
178,2148694292132989664,298.15,100.0,Liquid,2,CNc1ccccc1,Solvent,0.7407,,Cc1ccccc1,Solvent,0.2593,,0.9531280000000004,0.0002595,,,10.1021/je400134d
179,1789938435686463638,298.15,101.0,Liquid,2,OC1=NCCC1,Solvent,0.2615,,c1ccncc1,Solvent,0.7384999999999999,,,,0.165,0.04125,10.1016/j.jct.2013.09.015
180,-6409419219495128209,298.15,101.0,Liquid,2,OC1=NCCC1,Solvent,0.5256,,c1ccncc1,Solvent,0.4744,,,,0.2031,0.0508,10.1016/j.jct.2013.09.015
181,6644419519134143081,298.15,101.0,Liquid,2,OC1=NCCC1,Solvent,0.8311,,c1ccncc1,Solvent,0.1689,,,,0.0972,0.0243,10.1016/j.jct.2013.09.015
182,-1017583986551525926,298.15,101.0,Liquid,2,OC1=NCCC1,Solvent,0.2312,,c1ccncc1,Solvent,0.7688,,1.0106200000000003,0.00051,,,10.1021/je301353z
183,8297302661724049310,298.15,101.0,Liquid,2,OC1=NCCC1,Solvent,0.4752,,c1ccncc1,Solvent,0.5247999999999999,,1.0431300000000003,0.000515,,,10.1021/je301353z
184,-8431538337024006353,298.15,101.0,Liquid,2,OC1=NCCC1,Solvent,0.8312,,c1ccncc1,Solvent,0.1687999999999999,,1.0872000000000004,0.00052,,,10.1021/je301353z
185,2914370652673950636,298.15,101.0,Liquid,2,CN1CCCC1=O,Solvent,0.2312,,c1ccncc1,Solvent,0.7688,,,,-0.3157,0.07895,10.1016/j.jct.2013.09.015
186,-2530637746306155618,298.15,101.0,Liquid,2,CN1CCCC1=O,Solvent,0.4995,,c1ccncc1,Solvent,0.5005,,,,-0.4356,0.1089,10.1016/j.jct.2013.09.015
187,-451556928557772325,298.15,101.0,Liquid,2,CN1CCCC1=O,Solvent,0.6359,,c1ccncc1,Solvent,0.3641,,,,-0.4013,0.10035,10.1016/j.jct.2013.09.015
188,6149125010552946102,298.15,101.0,Liquid,2,CN1CCCC1=O,Solvent,0.2348,,c1ccncc1,Solvent,0.7652,,0.9983500000000004,0.00051,,,10.1021/je301353z
189,-916696904925799421,298.15,101.0,Liquid,2,CN1CCCC1=O,Solvent,0.5215,,c1ccncc1,Solvent,0.4785,,1.0158200000000004,0.00051,,,10.1021/je301353z
190,-5286748287354744148,298.15,101.0,Liquid,2,CN1CCCC1=O,Solvent,0.6364,,c1ccncc1,Solvent,0.3636,,1.0207400000000002,0.00051,,,10.1021/je301353z
191,8746007038264169172,298.15,101.0,Liquid,2,O,Solvent,0.7681,,OC1=NCCC1,Solvent,0.2319,,,,-0.5238,0.13095,10.1016/j.jct.2013.09.015
192,9008279153290581174,298.15,101.0,Liquid,2,O,Solvent,0.5217,,OC1=NCCC1,Solvent,0.4783,,,,-0.8384,0.20965,10.1016/j.jct.2013.09.015
193,-6438019965204643814,298.15,101.0,Liquid,2,O,Solvent,0.2307,,OC1=NCCC1,Solvent,0.7693,,,,-0.678,0.1695,10.1016/j.jct.2013.09.015
194,-1567860549573582146,298.15,101.3,Liquid,2,O,Solvent,0.2552,,OC1=NCCC1,Solvent,0.7448,,1.1044310000000004,0.000577,,,10.1021/je0340809
195,6659534327167076177,298.15,101.3,Liquid,2,O,Solvent,0.5,,OC1=NCCC1,Solvent,0.5,,1.0977070000000004,0.0005555,,,10.1021/je0340809
196,4480750295272642521,298.15,101.3,Liquid,2,O,Solvent,0.7532,,OC1=NCCC1,Solvent,0.2468,,1.077068,0.0004905,,,10.1021/je0340809
197,-1325304928831628944,298.15,100.0,Liquid,2,CCO,Solvent,0.7006,,CCOC(=O)CC(C)=O,Solvent,0.2994,,,,1.4925,0.01605,10.1016/j.fluid.2008.03.012
198,1034183381156870499,298.15,100.0,Liquid,2,CCO,Solvent,0.5005,,CCOC(=O)CC(C)=O,Solvent,0.4995,,,,1.7079,0.0183,10.1016/j.fluid.2008.03.012
199,-6238684975690906849,298.15,100.0,Liquid,2,CCO,Solvent,0.2992,,CCOC(=O)CC(C)=O,Solvent,0.7008,,,,1.478,0.0159,10.1016/j.fluid.2008.03.012
200,-4263754618147165952,298.15,100.5,Liquid,2,CCO,Solvent,0.75,,CCOC(=O)CC(C)=O,Solvent,0.25,,0.8856300000000003,0.00017,,,10.1021/je050402s
201,-6271512975174012416,298.15,100.5,Liquid,2,CCO,Solvent,0.5,,CCOC(=O)CC(C)=O,Solvent,0.5,,0.9484700000000004,0.000155,,,10.1021/je050402s
202,4885160845930797317,298.15,100.5,Liquid,2,CCO,Solvent,0.25,,CCOC(=O)CC(C)=O,Solvent,0.75,,0.9917100000000004,0.00017,,,10.1021/je050402s
203,6270739372879764526,298.15,101.0,Liquid,2,CCC(C)=O,Solvent,0.6984,,CCCNCCC,Solvent,0.3016,,,,0.334,0.0035,10.1016/j.fluid.2013.01.011
204,4558564184552858153,298.15,101.0,Liquid,2,CCC(C)=O,Solvent,0.505,,CCCNCCC,Solvent,0.495,,,,0.397,0.0045,10.1016/j.fluid.2013.01.011
205,5120919506451664590,298.15,101.0,Liquid,2,CCC(C)=O,Solvent,0.2352999999999999,,CCCNCCC,Solvent,0.7647,,,,0.299,0.0035,10.1016/j.fluid.2013.01.011
206,6155513867948902249,298.15,101.0,Liquid,2,CCC(C)=O,Solvent,0.2446,,CCCNCCC,Solvent,0.7554,,0.7446230000000003,0.0001405,,,10.1016/j.tca.2010.09.004
207,233765264536316689,298.15,101.0,Liquid,2,CCC(C)=O,Solvent,0.5006,,CCCNCCC,Solvent,0.4993999999999999,,0.7590400000000002,0.000125,,,10.1016/j.tca.2010.09.004
208,5098499872885127949,298.15,101.0,Liquid,2,CCC(C)=O,Solvent,0.7531,,CCCNCCC,Solvent,0.2469,,0.7771510000000001,0.000109,,,10.1016/j.tca.2010.09.004
209,6656035201973956077,298.15,101.0,Liquid,2,CCCCCC(C)=O,Solvent,0.788,,CCCNCCC,Solvent,0.212,,,,0.088,0.001,10.1016/j.fluid.2013.01.011
210,5113824659333752176,298.15,101.0,Liquid,2,CCCCCC(C)=O,Solvent,0.5006999999999999,,CCCNCCC,Solvent,0.4993,,,,0.162,0.002,10.1016/j.fluid.2013.01.011
211,-8935831062718512498,298.15,101.0,Liquid,2,CCCCCC(C)=O,Solvent,0.2131999999999999,,CCCNCCC,Solvent,0.7868,,,,0.137,0.0015,10.1016/j.fluid.2013.01.011
212,-7263885202987876907,298.15,101.3,Liquid,2,CCCCCC(C)=O,Solvent,0.2526,,CCCNCCC,Solvent,0.7474000000000001,,0.7540050000000001,0.0001215,,,10.1016/j.jct.2011.05.003
213,8045643813301454367,298.15,101.3,Liquid,2,CCCCCC(C)=O,Solvent,0.5427,,CCCNCCC,Solvent,0.4573,,0.7766620000000002,0.0001215,,,10.1016/j.jct.2011.05.003
214,-690025538984123492,298.15,101.3,Liquid,2,CCCCCC(C)=O,Solvent,0.7418,,CCCNCCC,Solvent,0.2582,,0.7918920000000003,0.00012,,,10.1016/j.jct.2011.05.003
215,6526314734392337499,298.15,101.0,Liquid,2,CCC(C)=O,Solvent,0.7922,,CCCCNCCCC,Solvent,0.2078,,,,0.425,0.0045,10.1016/j.fluid.2013.01.011
216,4037998796007752143,298.15,101.0,Liquid,2,CCC(C)=O,Solvent,0.5044,,CCCCNCCCC,Solvent,0.4956,,,,0.619,0.0065,10.1016/j.fluid.2013.01.011
217,-2201729215065111408,298.15,101.0,Liquid,2,CCC(C)=O,Solvent,0.2154,,CCCCNCCCC,Solvent,0.7846,,,,0.417,0.0045,10.1016/j.fluid.2013.01.011
218,1614423743571221454,298.15,101.0,Liquid,2,CCC(C)=O,Solvent,0.2603,,CCCCNCCCC,Solvent,0.7397,,0.7614750000000002,0.0001005,,,10.1016/j.tca.2010.09.004
219,-1777875773926127802,298.15,101.0,Liquid,2,CCC(C)=O,Solvent,0.5018,,CCCCNCCCC,Solvent,0.4982,,0.7693960000000002,9.950000000000003e-05,,,10.1016/j.tca.2010.09.004
220,-162755268769625761,298.15,101.0,Liquid,2,CCC(C)=O,Solvent,0.7473,,CCCCNCCCC,Solvent,0.2527,,0.7810500000000001,9.750000000000004e-05,,,10.1016/j.tca.2010.09.004
221,-4081775641569425015,298.15,101.0,Liquid,2,CCCCCC(C)=O,Solvent,0.7811,,CCCCNCCCC,Solvent,0.2189,,,,0.164,0.002,10.1016/j.fluid.2013.01.011
222,-1805359833856696529,298.15,101.0,Liquid,2,CCCCCC(C)=O,Solvent,0.4912999999999999,,CCCCNCCCC,Solvent,0.5087,,,,0.278,0.003,10.1016/j.fluid.2013.01.011
223,5033114549772135228,298.15,101.0,Liquid,2,CCCCCC(C)=O,Solvent,0.1109,,CCCCNCCCC,Solvent,0.8891,,,,0.138,0.0015,10.1016/j.fluid.2013.01.011
224,2233479341191068130,298.15,101.3,Liquid,2,CCCCCC(C)=O,Solvent,0.2097,,CCCCNCCCC,Solvent,0.7903,,0.7655110000000002,8.400000000000002e-05,,,10.1016/j.jct.2011.05.003
225,1745355624760972150,298.15,101.3,Liquid,2,CCCCCC(C)=O,Solvent,0.4499,,CCCCNCCCC,Solvent,0.5501,,0.7778490000000002,9.250000000000004e-05,,,10.1016/j.jct.2011.05.003
226,-150005210705960112,298.15,101.3,Liquid,2,CCCCCC(C)=O,Solvent,0.7509,,CCCCNCCCC,Solvent,0.2491,,0.7951660000000003,0.000105,,,10.1016/j.jct.2011.05.003
227,7439696519067090697,298.15,101.0,Liquid,2,CN(C)CCO,Solvent,0.2962,,CO,Solvent,0.7038,,0.8506500000000001,0.00014,,,10.1016/j.tca.2014.03.038
228,3517075142201852581,298.15,101.0,Liquid,2,CN(C)CCO,Solvent,0.502,,CO,Solvent,0.498,,0.8684000000000002,0.000155,,,10.1016/j.tca.2014.03.038
229,-2543395395884617191,298.15,101.0,Liquid,2,CN(C)CCO,Solvent,0.7075,,CO,Solvent,0.2925,,0.8766100000000002,0.00017,,,10.1016/j.tca.2014.03.038
230,-3720386424598268866,298.2,100.0,Liquid,2,CN(C)CCO,Solvent,0.2479,,CO,Solvent,0.7521,,,,-0.8057,0.0087,10.1021/je800334m
231,-3596049047138532806,298.2,100.0,Liquid,2,CN(C)CCO,Solvent,0.4972,,CO,Solvent,0.5028,,,,-0.8673,0.00935,10.1021/je800334m
232,8905170005113855836,298.2,100.0,Liquid,2,CN(C)CCO,Solvent,0.7506,,CO,Solvent,0.2493999999999999,,,,-0.5322,0.00585,10.1021/je800334m
233,4561209400577519667,298.15,101.0,Liquid,2,CCO,Solvent,0.6995,,CN(C)CCO,Solvent,0.3005,,0.8345000000000002,0.000135,,,10.1016/j.tca.2014.03.038
234,1609882022515549894,298.15,101.0,Liquid,2,CCO,Solvent,0.4949,,CN(C)CCO,Solvent,0.5051,,0.8566200000000002,0.00015,,,10.1016/j.tca.2014.03.038
235,2803737414364162852,298.15,101.0,Liquid,2,CCO,Solvent,0.2914,,CN(C)CCO,Solvent,0.7086,,0.8710100000000002,0.000165,,,10.1016/j.tca.2014.03.038
236,4253799397614533497,298.2,100.0,Liquid,2,CCO,Solvent,0.7335,,CN(C)CCO,Solvent,0.2665,,,,-0.3657,0.004,10.1021/je800334m
237,-3357768453080897914,298.2,100.0,Liquid,2,CCO,Solvent,0.5084,,CN(C)CCO,Solvent,0.4916,,,,-0.4044,0.0044,10.1021/je800334m
238,-2875004064956187755,298.2,100.0,Liquid,2,CCO,Solvent,0.2685999999999999,,CN(C)CCO,Solvent,0.7314,,,,-0.2783,0.0031,10.1021/je800334m
239,8987628295825179340,298.15,100.0,Liquid,2,CC#N,Solvent,0.7952,,CCCCOCCCC,Solvent,0.2048,,0.7708800000000002,0.000245,,,10.1016/j.jct.2007.09.007
240,5141185435213235943,298.15,100.0,Liquid,2,CC#N,Solvent,0.5098,,CCCCOCCCC,Solvent,0.4902,,0.7671500000000001,0.00026,,,10.1016/j.jct.2007.09.007
241,-6854681119383614367,298.15,100.0,Liquid,2,CC#N,Solvent,0.2455,,CCCCOCCCC,Solvent,0.7545,,0.7653000000000001,0.00028,,,10.1016/j.jct.2007.09.007
242,5041718628001979616,298.15,100.0,Liquid,2,CC#N,Solvent,0.2416,,CCCCOCCCC,Solvent,0.7584,,,,0.94593,0.00601,10.1021/acs.jced.5b00838
243,-1473040905622846108,298.15,100.0,Liquid,2,CC#N,Solvent,0.4886,,CCCCOCCCC,Solvent,0.5114000000000001,,,,1.26543,0.00796,10.1021/acs.jced.5b00838
244,6283266090347459565,298.15,100.0,Liquid,2,CC#N,Solvent,0.7952,,CCCCOCCCC,Solvent,0.2047999999999999,,,,0.94289,0.005995,10.1021/acs.jced.5b00838
245,-8064953965174686532,303.15,101.0,Liquid,2,C1CCCCC1,Solvent,0.2275,,CN1CCCC1=O,Solvent,0.7725,,0.9583800000000002,0.000245,,,10.1016/j.jct.2006.06.005
246,-3004002119658190728,303.15,101.0,Liquid,2,C1CCCCC1,Solvent,0.5409,,CN1CCCC1=O,Solvent,0.4590999999999999,,0.8757100000000002,0.000335,,,10.1016/j.jct.2006.06.005
247,4835380237905204443,303.15,101.0,Liquid,2,C1CCCCC1,Solvent,0.7332,,CN1CCCC1=O,Solvent,0.2668,,0.8287300000000002,0.0004,,,10.1016/j.jct.2006.06.005
248,-5048706123016449551,308.15,101.0,Liquid,2,C1CCCCC1,Solvent,0.7518,,CN1CCCC1=O,Solvent,0.2482,,,,1.1998,0.01285,10.1016/j.jct.2010.12.016
249,-3309614452578707636,308.15,101.0,Liquid,2,C1CCCCC1,Solvent,0.4734,,CN1CCCC1=O,Solvent,0.5266,,,,1.4691,0.0157,10.1016/j.jct.2010.12.016
250,-328455327199101500,308.15,101.0,Liquid,2,C1CCCCC1,Solvent,0.2789,,CN1CCCC1=O,Solvent,0.7211,,,,1.2061,0.0129,10.1016/j.jct.2010.12.016
251,2588646535356052254,303.15,101.0,Liquid,2,CN1CCCC1=O,Solvent,0.2523999999999999,,c1ccccc1,Solvent,0.7476,,0.9163300000000004,0.00029,,,10.1016/j.jct.2006.06.005
252,1747847690080560217,293.15,101.0,Liquid,2,CN1CCCC1=O,Solvent,0.5135000000000001,,c1ccccc1,Solvent,0.4865,,0.9684700000000004,0.00018,,,10.1016/j.jct.2006.05.006
253,-7367494192077771287,298.15,101.0,Liquid,2,CN1CCCC1=O,Solvent,0.9374918883718631,,c1ccccc1,Solvent,0.0625081116281369,,1.0204500000000003,3.500000000000001e-05,,,10.1016/j.fluid.2008.11.006
254,-6848032169175453961,308.15,101.0,Liquid,2,CN1CCCC1=O,Solvent,0.2356,,c1ccccc1,Solvent,0.7644,,,,-0.3684,0.00405,10.1016/j.jct.2010.12.016
255,-101763052637248258,308.15,101.0,Liquid,2,CN1CCCC1=O,Solvent,0.5467,,c1ccccc1,Solvent,0.4533,,,,-0.4943,0.00535,10.1016/j.jct.2010.12.016
256,-4972076580768835604,308.15,101.0,Liquid,2,CN1CCCC1=O,Solvent,0.7411,,c1ccccc1,Solvent,0.2589,,,,-0.3841,0.0042,10.1016/j.jct.2010.12.016
257,596418288715839049,303.15,101.0,Liquid,2,CN1CCCC1=O,Solvent,0.4815,,Cc1ccccc1,Solvent,0.5185,,0.9415400000000002,0.00028,,,10.1016/j.jct.2006.06.005
258,5154067605683940365,293.15,101.0,Liquid,2,CN1CCCC1=O,Solvent,0.2216,,Cc1ccccc1,Solvent,0.7784,,0.9061600000000002,0.00076,,,10.1016/j.jct.2006.05.006
259,-3653223697415245122,303.15,101.0,Liquid,2,CN1CCCC1=O,Solvent,0.7564,,Cc1ccccc1,Solvent,0.2436,,0.9854500000000004,0.00034,,,10.1016/j.jct.2006.05.006
260,4028074673183361333,308.15,101.0,Liquid,2,CN1CCCC1=O,Solvent,0.2231,,Cc1ccccc1,Solvent,0.7769,,,,-0.1889,0.00215,10.1016/j.jct.2010.12.016
261,1499185098660020144,308.15,101.0,Liquid,2,CN1CCCC1=O,Solvent,0.4821,,Cc1ccccc1,Solvent,0.5179,,,,-0.2985,0.0033,10.1016/j.jct.2010.12.016
262,-264001467151674424,308.15,101.0,Liquid,2,CN1CCCC1=O,Solvent,0.7418,,Cc1ccccc1,Solvent,0.2582,,,,-0.2141,0.0024,10.1016/j.jct.2010.12.016
263,6478943842346601975,298.15,101.0,Liquid,2,C1CCNCC1,Solvent,0.75,,O,Solvent,0.25,,0.8771300000000002,0.000285,,,10.1016/j.jct.2007.05.009
264,-1884937096317297134,298.15,101.0,Liquid,2,C1CCNCC1,Solvent,0.5,,O,Solvent,0.5,,0.90329,0.000235,,,10.1016/j.jct.2007.05.009
265,4691563398302650037,298.15,101.0,Liquid,2,C1CCNCC1,Solvent,0.25,,O,Solvent,0.75,,0.9379600000000002,0.000185,,,10.1016/j.jct.2007.05.009
266,4800914944906830907,297.15,101.0,Liquid,2,C1CCNCC1,Solvent,0.75,,O,Solvent,0.25,,,,-1.4628,0.02995,10.1016/j.fluid.2009.10.018
267,7813878066886131402,297.15,101.0,Liquid,2,C1CCNCC1,Solvent,0.5,,O,Solvent,0.5,,,,-2.1379,0.04355,10.1016/j.fluid.2009.10.018
268,1275485375817563856,297.15,101.0,Liquid,2,C1CCNCC1,Solvent,0.25,,O,Solvent,0.75,,,,-1.9642,0.04065,10.1016/j.fluid.2009.10.018
269,7385241614532980010,298.15,101.0,Liquid,2,O,Solvent,0.7551,,OCCCO,Solvent,0.2449,,1.0382000000000002,0.0014,,,10.1016/j.jct.2009.11.018
270,1651991702779629491,298.15,101.0,Liquid,2,O,Solvent,0.4777,,OCCCO,Solvent,0.5223,,1.0496,0.0014,,,10.1016/j.jct.2009.11.018
271,-3067656565239440683,298.15,101.0,Liquid,2,O,Solvent,0.2553999999999999,,OCCCO,Solvent,0.7446,,1.0505000000000002,0.0014,,,10.1016/j.jct.2009.11.018
272,1404528181484978040,298.15,101.0,Liquid,2,O,Solvent,0.7913,,OCCCO,Solvent,0.2087,,,,-0.924,0.012,10.1016/j.jct.2005.06.018
273,-2944864622237613328,298.15,101.0,Liquid,2,O,Solvent,0.4987,,OCCCO,Solvent,0.5013,,,,-0.992,0.0125,10.1016/j.jct.2005.06.018
274,3093787009658677644,298.15,101.0,Liquid,2,O,Solvent,0.257,,OCCCO,Solvent,0.743,,,,-0.633,0.008,10.1016/j.jct.2005.06.018
275,-1685481349873100064,298.15,101.0,Liquid,2,O,Solvent,0.7847,,OCCCCO,Solvent,0.2153,,1.0199000000000005,0.00135,,,10.1016/j.jct.2009.11.018
276,7998058396482950432,298.15,101.0,Liquid,2,O,Solvent,0.5196000000000001,,OCCCCO,Solvent,0.4804,,1.0210000000000004,0.00135,,,10.1016/j.jct.2009.11.018
277,1924079418491681681,298.15,101.0,Liquid,2,O,Solvent,0.2297,,OCCCCO,Solvent,0.7703,,1.0166000000000002,0.00135,,,10.1016/j.jct.2009.11.018
278,6324056558446082206,298.15,101.0,Liquid,2,O,Solvent,0.7342,,OCCCCO,Solvent,0.2658,,,,-0.896,0.0115,10.1016/j.jct.2005.06.018
279,6715790490020890488,298.15,101.0,Liquid,2,O,Solvent,0.5014000000000001,,OCCCCO,Solvent,0.4986,,,,-0.882,0.011,10.1016/j.jct.2005.06.018
280,-2354497973520555281,298.15,101.0,Liquid,2,O,Solvent,0.2053,,OCCCCO,Solvent,0.7947,,,,-0.513,0.007,10.1016/j.jct.2005.06.018
281,503298714847329091,298.15,101.0,Liquid,2,CCOC(C)(C)C,Solvent,0.2489,,Cc1ccccc1,Solvent,0.7511,,,,-0.0324,0.0005,10.1016/j.jct.2008.12.004
282,799072965328212889,298.15,101.0,Liquid,2,CCOC(C)(C)C,Solvent,0.5019,,Cc1ccccc1,Solvent,0.4981,,,,-0.046,0.00055,10.1016/j.jct.2008.12.004
283,-2284245996977233470,298.15,101.0,Liquid,2,CCOC(C)(C)C,Solvent,0.7495,,Cc1ccccc1,Solvent,0.2504999999999999,,,,-0.0348,0.0005,10.1016/j.jct.2008.12.004
284,7856878221754047948,298.15,101.3,Liquid,2,CCOC(C)(C)C,Solvent,0.217,,Cc1ccccc1,Solvent,0.783,,0.8314450000000002,0.000411,,,10.1016/j.jct.2007.05.005
285,-2780706159932166557,298.15,101.3,Liquid,2,CCOC(C)(C)C,Solvent,0.505,,Cc1ccccc1,Solvent,0.495,,0.7937390000000002,0.000467,,,10.1016/j.jct.2007.05.005
286,-4735368697144180250,298.15,101.3,Liquid,2,CCOC(C)(C)C,Solvent,0.701,,Cc1ccccc1,Solvent,0.299,,0.7696300000000001,0.000503,,,10.1016/j.jct.2007.05.005
287,9177862283334024024,313.15,101.0,Liquid,2,C1CCCCC1,Solvent,0.1003,,Cc1ccccc1,Solvent,0.8996999999999999,,,,0.2015,0.0015,10.1016/j.jct.2008.12.004
288,-3987848680569943728,298.15,101.0,Liquid,2,C1CCCCC1,Solvent,0.3976,,Cc1ccccc1,Solvent,0.6024,,,,0.5887,0.0038,10.1016/j.jct.2008.12.004
289,4533420223573233570,313.15,101.0,Liquid,2,C1CCCCC1,Solvent,0.6979,,Cc1ccccc1,Solvent,0.3021,,,,0.5221,0.0034,10.1016/j.jct.2008.12.004
290,-5666795039530637721,298.15,101.0,Liquid,2,C1CCCCC1,Solvent,0.3975,,Cc1ccccc1,Solvent,0.6025,,0.8228000000000002,0.0002,,,10.1021/je900468u
291,-1355687695247952466,313.15,101.0,Liquid,2,C1CCCCC1,Solvent,0.0999999999999999,,Cc1ccccc1,Solvent,0.9,,0.8378000000000001,0.00025,,,10.1021/acs.jced.7b01003
292,7481884690504213590,313.15,101.0,Liquid,2,C1CCCCC1,Solvent,0.6977,,Cc1ccccc1,Solvent,0.3023,,0.7818000000000002,0.00041,,,10.1021/je800940j
293,-1710813680559789967,298.15,101.0,Liquid,2,CN1CCNCC1,Solvent,0.2091,,O,Solvent,0.7908999999999999,,1.0013300000000005,4.000000000000001e-05,,,10.1016/j.jct.2011.06.020
294,-8581911222294379268,298.15,101.0,Liquid,2,CN1CCNCC1,Solvent,0.5109,,O,Solvent,0.4891,,0.9464100000000002,7.000000000000002e-05,,,10.1016/j.jct.2011.06.020
295,-2837408521055281009,298.15,101.0,Liquid,2,CN1CCNCC1,Solvent,0.7065,,O,Solvent,0.2935,,0.9223100000000002,8.500000000000002e-05,,,10.1016/j.jct.2011.06.020
296,742857435668522786,298.15,101.0,Liquid,2,CN1CCNCC1,Solvent,0.1998,,O,Solvent,0.8002,,,,-4.495,0.048,10.1016/j.jct.2015.06.006
297,4703843695992280849,298.15,101.0,Liquid,2,CN1CCNCC1,Solvent,0.55,,O,Solvent,0.4499999999999999,,,,-3.547,0.038,10.1016/j.jct.2015.06.006
298,1473698241788318739,298.15,101.0,Liquid,2,CN1CCNCC1,Solvent,0.7926,,O,Solvent,0.2074,,,,-1.753,0.019,10.1016/j.jct.2015.06.006
299,-2999713712895076652,298.15,101.0,Liquid,2,O,Solvent,0.2091,,OCCO,Solvent,0.7908999999999999,,,,-0.347,0.0025,10.1016/j.tca.2009.06.004
300,1289145510304590112,298.15,101.0,Liquid,2,O,Solvent,0.4807,,OCCO,Solvent,0.5193,,,,-0.64,0.0035,10.1016/j.tca.2009.06.004
